oid_migrash,ms_gush,ms_migrash,k_yeud_rashi,t_yeud_rashi,Shape_Length,Shape_Area,Shape,ms_ezor,ms_ezor_shetach
37,6637,361,1001,מגורים,109.88366004120343,753.6052213706494,Polygon,1222,405574.26711428136
39,6772,2012,1008,תחבורה,148.42944667561673,212.52112431894557,Polygon,114,348605.45488282567
41,6629,2035,1008,תחבורה,130.99265624236048,209.12942777958312,Polygon,112,257414.1470098457
42,6107,2135,1001,מגורים,117.87672275311807,771.2598131478039,Polygon,421,263980.93883154157
43,6212,1316,1008,תחבורה,62.95161403869376,147.32244983592702,Polygon,421,263980.93883154157
44,6107,359,1008,תחבורה,40.351594188014744,102.10897616249564,Polygon,421,263980.93883154157
45,6107,272,1008,תחבורה,57.82582715725995,166.10454441835765,Polygon,412,331168.7841144157
46,6107,421,1001,מגורים,141.96865624814268,1126.6204979550237,Polygon,412,331168.7841144157
47,6962,28,1002,מסחר,76.41905235627434,282.1418674495955,Polygon,312,170816.25208604324
48,6962,31,1002,מסחר,69.44226054196048,273.51374662474853,Polygon,312,170816.25208604324
49,6106,79,1008,תחבורה,24.986172002376875,15.981451520647656,Polygon,412,331168.7841144157
50,7420,98,1001,מגורים,76.87012713449512,327.5251974847598,Polygon,533,316438.25272633473
51,8985,16,1002,מסחר,55.17758525080192,189.7287546645518,Polygon,811,166043.0948264779
52,7228,49,1009,שטח לתכנון בעתיד,66.83080863466199,263.1905982647069,Polygon,533,316438.25272633473
53,7499,10,1001,מגורים,52.67152806507328,159.13724610154716,Polygon,523,136554.98030136205
54,6957,133,1001,מגורים,92.78712644510634,546.0656818572359,Polygon,315,178098.93397741634
55,6213,1015,1001,מגורים,70.65892269766594,307.9944239348754,Polygon,1413,258401.31440347756
56,6213,1262,1001,מגורים,115.43496301074512,813.108015728456,Polygon,1412,142084.02121651286
57,6214,136,1001,מגורים,85.83444834724608,417.69448685582705,Polygon,323,137989.22320596903
59,6133,599,1002,מסחר,81.96312420873915,396.3086046935325,Polygon,921,370435.4601625214
60,6962,60,1002,מסחר,73.48380225176317,276.44227211253025,Polygon,312,170816.25208604324
61,6962,18,1001,מגורים,74.31032954097442,268.3249586442311,Polygon,312,170816.25208604324
62,6904,156,1001,מגורים,95.7577973356943,462.3048758063781,Polygon,515,108976.36735842742
63,6932,4,1001,מגורים,61.45339878602357,232.35722052414064,Polygon,515,108976.36735842742
64,7440,7,1001,מגורים,67.03550190144793,289.82753516837573,Polygon,517,130391.12952159574
65,7063,59,1008,תחבורה,8.001250824104307,2.5438138880490584,Polygon,732,233992.88291142974
65,7063,59,1008,תחבורה,25.766646753217543,32.70427991514488,Polygon,831,408518.27397721127
66,6636,574,1001,מגורים,91.53911112733714,513.731162685402,Polygon,223,553888.3842120315
67,6636,726,1001,מגורים,85.99290130218635,455.6189230773412,Polygon,223,553888.3842120315
68,6637,454,1001,מגורים,94.00133376766003,508.03887026249885,Polygon,1222,405574.26711428136
69,6637,746,1008,תחבורה,57.67544025163576,97.68384132296006,Polygon,1222,405574.26711428136
70,6637,378,1001,מגורים,94.39980310286445,515.0007390236397,Polygon,1222,405574.26711428136
71,6637,456,1001,מגורים,95.40582328076424,527.951537514937,Polygon,1222,405574.26711428136
72,6637,349,1001,מגורים,111.91733870223077,780.2598065870804,Polygon,1222,405574.26711428136
73,6623,2013,1001,מגורים,155.09257630562146,1230.245879189571,Polygon,1222,405574.26711428136
74,6637,399,1001,מגורים,113.02621567230398,760.2907458771523,Polygon,1222,405574.26711428136
75,6972,288,1003,תעסוקה,71.16751906951224,316.267902575027,Polygon,826,122133.48902299347
76,6623,299,1001,מגורים,125.63520981945315,998.6434561014622,Polygon,1221,380690.56912756327
77,6623,628,1008,תחבורה,353.45987664089796,1569.8399458466877,Polygon,1222,405574.26711428136
78,6972,2038,1008,תחבורה,23.326989926728423,22.315753944523557,Polygon,826,122133.48902299347
79,6623,777,1001,מגורים,106.08483831325238,694.5227456742779,Polygon,1221,380690.56912756327
80,6623,222,1001,מגורים,114.1830920435335,807.6289047620241,Polygon,1221,380690.56912756327
81,6623,251,1001,מגורים,107.71114635226127,721.5197114352768,Polygon,1221,380690.56912756327
82,6623,800,1001,מגורים,109.16113124880302,670.1378730087888,Polygon,1221,380690.56912756327
83,6623,383,1005,מבנים ומוסדות ציבור,177.6956700319134,1871.2506319328852,Polygon,1221,380690.56912756327
84,6623,213,1001,מגורים,107.29730510479752,666.1888413744995,Polygon,1221,380690.56912756327
85,6623,256,1001,מגורים,107.97438135797394,767.8799437882097,Polygon,1221,380690.56912756327
86,6623,324,1001,מגורים,114.03049845210003,762.8615069564012,Polygon,1221,380690.56912756327
87,6623,870,1001,מגורים,111.47804412693976,629.5434804684642,Polygon,1221,380690.56912756327
88,6623,910,1001,מגורים,183.72676649921178,2048.1521780855087,Polygon,1221,380690.56912756327
89,6623,196,1001,מגורים,111.20995313156358,699.5202687626876,Polygon,1221,380690.56912756327
90,6623,918,1001,מגורים,112.10602019513945,653.35954686569,Polygon,1221,380690.56912756327
91,6623,905,1001,מגורים,111.6775213085406,633.5162488088197,Polygon,1213,580609.3932878867
92,6623,886,1001,מגורים,111.68927338266971,633.6020000283775,Polygon,1212,471068.63664477214
93,6623,160,1001,מגורים,75.06194816824666,325.3189059103525,Polygon,1212,471068.63664477214
94,6623,900,1001,מגורים,111.91297500839876,633.5019472981775,Polygon,1213,580609.3932878867
95,6624,542,1008,תחבורה,53.36828635198929,97.35764571005025,Polygon,1212,471068.63664477214
96,6623,875,1001,מגורים,112.23729217231018,631.3385387397843,Polygon,1221,380690.56912756327
97,6624,340,1001,מגורים,111.10300431825468,733.9424132005929,Polygon,1212,471068.63664477214
98,6624,334,1001,מגורים,109.4372334000381,701.158788683837,Polygon,1212,471068.63664477214
99,6624,507,1001,מגורים,106.87597304422864,659.2146132579807,Polygon,1212,471068.63664477214
100,6624,514,1001,מגורים,95.77698745332458,547.6906373902792,Polygon,1212,471068.63664477214
101,6624,453,1001,מגורים,102.1073124972299,642.3619765370952,Polygon,1212,471068.63664477214
102,6624,445,1008,תחבורה,228.59503683374945,987.2514954588778,Polygon,1212,471068.63664477214
103,7440,31,1001,מגורים,81.62579908402998,316.23525361919747,Polygon,517,130391.12952159574
104,7440,5,1001,מגורים,66.88769802231948,279.2198095349653,Polygon,517,130391.12952159574
105,8984,49,1008,תחבורה,158.10800433984977,710.8480810985346,Polygon,811,166043.0948264779
106,8984,13,1002,מסחר,83.43672087507606,406.68504975226887,Polygon,811,166043.0948264779
107,8984,4,1002,מסחר,55.51909897288843,191.02812736092187,Polygon,811,166043.0948264779
108,8983,31,1002,מסחר,53.47186068860754,176.32045352678225,Polygon,811,166043.0948264779
109,6925,168,1009,שטח לתכנון בעתיד,33.07025202702386,34.395880944133026,Polygon,551,182424.6153926432
110,6925,164,1009,שטח לתכנון בעתיד,8.420553293392699,4.201600052550546,Polygon,551,182424.6153926432
112,6134,386,1001,מגורים,75.77513194557022,253.30353501193912,Polygon,935,241387.8055921972
113,6648,2756,1005,מבנים ומוסדות ציבור,131.2123192399903,177.67334512075755,Polygon,114,348605.45488282567
115,6978,2107,1001,מגורים,86.85884146308061,456.1489359441821,Polygon,933,370870.01864437223
116,6978,2110,1001,מגורים,91.75800666863651,521.2753489508485,Polygon,933,370870.01864437223
117,6107,420,1001,מגורים,140.24581859543773,1178.6192906693132,Polygon,412,331168.7841144157
118,6923,10,1009,שטח לתכנון בעתיד,85.05973777305148,339.76606644035195,Polygon,551,182424.6153926432
119,6107,273,1001,מגורים,158.84253997225366,1654.1479088964777,Polygon,412,331168.7841144157
120,6962,38,1002,מסחר,79.32902398959855,308.3183781995599,Polygon,312,170816.25208604324
121,8983,32,1002,מסחר,55.08270042247366,188.27718052632207,Polygon,811,166043.0948264779
122,8986,35,1002,מסחר,56.154881803396755,191.11949825640383,Polygon,811,166043.0948264779
123,8986,36,1002,מסחר,56.301194026119944,191.486052670222,Polygon,811,166043.0948264779
124,7204,39,1001,מגורים,72.79019687467449,290.4231664314879,Polygon,1032,236966.12860054086
125,7499,38,1001,מגורים,36.856443258366525,84.70619910331348,Polygon,523,136554.98030136205
126,7499,5,1001,מגורים,45.01739405794822,110.36107668148753,Polygon,523,136554.98030136205
127,6955,2002,1001,מגורים,75.40998904601543,317.08375385154676,Polygon,322,58082.647616502174
128,6111,109,1001,מגורים,113.81451984702352,764.1640717718113,Polygon,1423,200926.47254806868
129,7499,86,1001,מגורים,44.47552369132883,110.28278365249673,Polygon,523,136554.98030136205
130,7499,129,1008,תחבורה,56.16885640724928,131.33813400236448,Polygon,523,136554.98030136205
131,6625,991,1001,מגורים,129.3114433101109,889.5480752100598,Polygon,221,330084.0198348045
132,6628,534,1008,תחבורה,41.51298257922442,100.72510208365134,Polygon,123,269915.97944123956
132,6628,534,1008,תחבורה,63.9162509198139,198.40598177527775,Polygon,124,286463.85462831147
133,6628,79,1001,מגורים,93.91220609448105,511.98036627615,Polygon,111,534314.6075865291
134,6630,2004,1008,תחבורה,102.12810462459002,163.1433295512303,Polygon,124,286463.85462831147
135,6628,63,1001,מגורים,93.44601914509337,509.85722995383975,Polygon,111,534314.6075865291
136,7499,135,1001,מגורים,46.217140558891195,111.74273306931379,Polygon,523,136554.98030136205
137,6134,99,1001,מגורים,88.2393362300291,344.4553040753349,Polygon,935,241387.8055921972
138,6134,87,1001,מגורים,85.27794043587915,322.77830374342204,Polygon,935,241387.8055921972
139,6131,2186,1008,תחבורה,31.553097170564655,31.191943891403415,Polygon,1032,236966.12860054086
140,7093,382,1008,תחבורה,72.77492980308877,239.81016446212175,Polygon,912,274566.3928287074
141,7092,31,1002,מסחר,94.42519027224748,544.1099914318193,Polygon,1333,50953.455024530456
142,6213,1206,1008,תחבורה,89.87864053102668,103.97781014406448,Polygon,1413,258401.31440347756
143,6627,2813,1008,תחבורה,143.40097478222452,520.748514414442,Polygon,111,534314.6075865291
144,6954,96,1001,מגורים,77.75654890001452,323.4330667288332,Polygon,325,138538.946505058
145,6958,60,1001,מגורים,157.80508364840665,1488.5632333263684,Polygon,314,211956.58215459858
146,6212,532,1008,תחבורה,292.9158213291919,1374.602376716037,Polygon,422,201080.3802300071
147,6628,345,1008,תחבורה,383.69698580918555,1315.3347057764106,Polygon,111,534314.6075865291
148,6929,85,1001,מגורים,55.92312545501396,170.0116017909225,Polygon,533,316438.25272633473
150,6133,845,1001,מגורים,86.56365270636383,392.45130464369623,Polygon,921,370435.4601625214
151,6904,146,1001,מגורים,88.52927095852999,443.61593377599183,Polygon,515,108976.36735842742
152,7085,41,1001,מגורים,94.27089700261932,534.5666981071447,Polygon,1343,125155.85085465739
153,7085,49,1001,מגורים,93.45613897553181,542.539985510371,Polygon,1343,125155.85085465739
154,7063,58,1008,תחבורה,29.81530089255216,16.807476170429265,Polygon,732,233992.88291142974
154,7063,58,1008,תחבורה,45.154457609557596,126.91873131956282,Polygon,831,408518.27397721127
155,6637,780,1008,תחבורה,54.38334003940214,94.68740562240079,Polygon,1222,405574.26711428136
156,6637,2045,1008,תחבורה,51.02820442090622,89.4830935385727,Polygon,1222,405574.26711428136
157,6637,375,1001,מגורים,94.10518897794508,510.0683459315061,Polygon,1222,405574.26711428136
158,6637,425,1001,מגורים,105.85487797301624,696.762632272608,Polygon,1222,405574.26711428136
159,6623,527,1001,מגורים,108.08519327371134,700.4199581193641,Polygon,1222,405574.26711428136
160,6637,576,1006,שטחים פתוחים,95.72437580579782,224.3024596022104,Polygon,1222,405574.26711428136
161,6637,784,1008,תחבורה,53.84332584479664,95.36437071716084,Polygon,1222,405574.26711428136
162,6623,811,1001,מגורים,102.3774605703803,676.6497780744477,Polygon,1221,380690.56912756327
163,6972,303,1002,מסחר,90.56771324457159,471.396193491229,Polygon,826,122133.48902299347
164,6637,712,1008,תחבורה,74.8260104053884,266.74858829387205,Polygon,1222,405574.26711428136
165,6623,695,1001,מגורים,106.62891684530584,705.6329079681849,Polygon,1221,380690.56912756327
166,6623,216,1001,מגורים,111.73952369530353,748.2132494180003,Polygon,1221,380690.56912756327
167,6623,321,1001,מגורים,122.59152189821489,845.3801412161323,Polygon,1221,380690.56912756327
168,6623,271,1001,מגורים,123.72199861029874,984.0533695756353,Polygon,1221,380690.56912756327
169,6623,919,1001,מגורים,112.47975432270609,656.4085943478053,Polygon,1221,380690.56912756327
170,6623,211,1001,מגורים,109.59625193886453,709.4202396791889,Polygon,1221,380690.56912756327
171,6623,200,1001,מגורים,112.99488979427394,704.9015231473433,Polygon,1221,380690.56912756327
172,6623,264,1001,מגורים,112.82758552259348,775.9824543703344,Polygon,1221,380690.56912756327
173,6623,871,1001,מגורים,111.47850503171307,629.5029992857044,Polygon,1221,380690.56912756327
174,6623,911,1001,מגורים,136.7949124713264,1251.061477518078,Polygon,1221,380690.56912756327
175,6623,887,1001,מגורים,111.76472901820775,633.4994803402047,Polygon,1212,471068.63664477214
176,6623,901,1001,מגורים,111.90759604605694,633.5554295976351,Polygon,1213,580609.3932878867
177,6624,2292,1008,תחבורה,14.29952235065601,12.550415205344335,Polygon,1212,471068.63664477214
178,6624,332,1001,מגורים,107.28918810100294,707.7197802522596,Polygon,1212,471068.63664477214
179,6624,333,1001,מגורים,117.52495240374122,859.1964661252273,Polygon,1212,471068.63664477214
180,6623,161,1001,מגורים,96.387179361379,576.6650427542687,Polygon,1212,471068.63664477214
181,6624,297,1001,מגורים,107.83821463682574,726.2246325753831,Polygon,1212,471068.63664477214
182,6624,450,1001,מגורים,102.91068240925287,657.1567666170284,Polygon,1212,471068.63664477214
183,6624,452,1001,מגורים,103.33566402455686,660.8366403540398,Polygon,1212,471068.63664477214
184,6623,908,1001,מגורים,143.48622245697874,1174.4492302110114,Polygon,1221,380690.56912756327
185,6623,258,1001,מגורים,108.98695193682967,714.7622763544208,Polygon,1221,380690.56912756327
187,6624,443,1008,תחבורה,217.22688834032795,1019.8575423641167,Polygon,1212,471068.63664477214
188,6624,475,1002,מסחר,193.99866490751964,1641.0027272400314,Polygon,1212,471068.63664477214
189,6623,274,1001,מגורים,109.10427759155039,693.113859547509,Polygon,1221,380690.56912756327
190,7441,20,1001,מגורים,99.40605581992818,586.1139515948493,Polygon,517,130391.12952159574
191,7438,17,1001,מגורים,76.49390903812521,365.69413538314456,Polygon,517,130391.12952159574
192,6932,183,1001,מגורים,81.7042921875684,410.4036845228588,Polygon,515,108976.36735842742
193,8984,20,1002,מסחר,56.37332941072352,196.18233613753847,Polygon,811,166043.0948264779
194,8984,14,1002,מסחר,55.36745674051524,190.67185018714343,Polygon,811,166043.0948264779
195,8985,17,1002,מסחר,54.913145647754924,187.99798101633786,Polygon,811,166043.0948264779
196,8984,37,1002,מסחר,58.3664874032222,209.38829463738406,Polygon,811,166043.0948264779
197,8984,36,1002,מסחר,59.40266455547093,218.9255457854406,Polygon,811,166043.0948264779
198,8983,20,1002,מסחר,63.85930869392425,245.73843670066597,Polygon,811,166043.0948264779
199,8983,42,1002,מסחר,25.973423828833177,30.67213212845772,Polygon,811,166043.0948264779
200,8984,1,1002,מסחר,55.888637112235,193.5842180970892,Polygon,811,166043.0948264779
201,6925,162,1009,שטח לתכנון בעתיד,30.361004945289963,55.31978682417398,Polygon,551,182424.6153926432
202,7499,24,1001,מגורים,56.9703384892798,191.7711343212597,Polygon,523,136554.98030136205
203,7499,21,1001,מגורים,50.76230279778858,157.0256971382582,Polygon,523,136554.98030136205
204,6792,2037,1008,תחבורה,52.11553463263844,83.98220258374565,Polygon,212,331441.45344205084
205,6628,250,1001,מגורים,91.32234643642562,505.6664534328411,Polygon,111,534314.6075865291
206,6630,505,1005,מבנים ומוסדות ציבור,159.32584198677108,1449.6313911421807,Polygon,124,286463.85462831147
207,6628,109,1001,מגורים,91.88291535598576,498.5641418455741,Polygon,111,534314.6075865291
208,6628,84,1001,מגורים,91.29196836896317,499.085243764077,Polygon,111,534314.6075865291
209,7499,2042,1001,מגורים,75.93478926976952,233.85827716989394,Polygon,523,136554.98030136205
210,6134,101,1001,מגורים,87.72347810456547,336.09810391464674,Polygon,935,241387.8055921972
211,6134,86,1001,מגורים,86.06213175023495,336.04560391044936,Polygon,935,241387.8055921972
212,6962,2125,1008,תחבורה,78.6821191858286,128.3477583723312,Polygon,312,170816.25208604324
213,7092,22,1001,מגורים,96.87260733174291,527.438809767016,Polygon,1331,93785.88324427721
214,6903,179,1002,מסחר,81.7183502929277,402.4360322946814,Polygon,1333,50953.455024530456
215,6213,840,1001,מגורים,105.14085026297198,689.8487534086221,Polygon,1411,126889.33110198317
216,7078,32,1001,מגורים,87.13908082486722,471.26810753382074,Polygon,1313,64124.65058004945
217,6212,1062,1001,מגורים,65.4621078464132,246.20208537568539,Polygon,421,263980.93883154157
218,6106,713,1008,תחבורה,38.49095095413693,59.66867938750783,Polygon,411,442880.2570004637
219,6626,154,1001,מגורים,91.07888217289388,505.51270886931235,Polygon,111,534314.6075865291
220,6623,2114,1008,תחבורה,179.57376918330064,175.2486139484025,Polygon,1212,471068.63664477214
221,6625,1064,1001,מגורים,116.2737901870108,838.5173188029695,Polygon,222,353566.9454627961
222,6134,398,1001,מגורים,74.96453284337461,249.0608719161986,Polygon,935,241387.8055921972
223,6636,712,1008,תחבורה,203.3137133822184,618.7822817724979,Polygon,223,553888.3842120315
223,6636,712,1008,תחבורה,280.01713983884605,1154.088280076307,Polygon,224,420055.32445293915
224,6636,602,1008,תחבורה,156.82663248678088,673.9913985329642,Polygon,223,553888.3842120315
225,6963,46,1001,מגורים,75.8584763045671,280.01407205013095,Polygon,313,115985.31835504966
226,6130,2121,1001,מגורים,90.44590817043263,510.22849336599955,Polygon,1032,236966.12860054086
227,6107,2052,1001,מגורים,99.64813029383019,530.0847412093009,Polygon,412,331168.7841144157
228,6107,2130,1008,תחבורה,76.83352886227587,237.63274744395304,Polygon,421,263980.93883154157
229,6212,1311,1001,מגורים,62.59747043044881,197.96395123872435,Polygon,421,263980.93883154157
230,6107,439,1008,תחבורה,108.76858146020743,153.75208404167242,Polygon,412,331168.7841144157
231,6106,306,1001,מגורים,75.51758966415815,335.7891579259343,Polygon,421,263980.93883154157
232,6923,9,1009,שטח לתכנון בעתיד,85.46199316833636,343.1575396019843,Polygon,551,182424.6153926432
233,6108,2076,1008,תחבורה,500.6044734846555,5999.270047652779,Polygon,1428,286169.0727864359
234,7241,2047,1008,תחבורה,54.38717000078575,115.27571314203507,Polygon,1043,184390.6567002937
235,6894,52,1005,מבנים ומוסדות ציבור,56.157472544037375,163.11622078132828,Polygon,815,231806.0595833161
236,6769,62,1008,תחבורה,63.69362191139386,100.51917487878372,Polygon,114,348605.45488282567
237,8983,33,1002,מסחר,55.09051902296872,188.83262371806927,Polygon,811,166043.0948264779
238,8983,34,1002,מסחר,52.56545671780879,172.54080227797203,Polygon,811,166043.0948264779
239,6960,105,1001,מגורים,85.8057602248757,418.1881760743469,Polygon,317,103613.24982239403
240,6213,642,1008,תחבורה,41.59450769447432,71.24048636270591,Polygon,1412,142084.02121651286
242,6927,47,1001,מגורים,36.077832011286375,78.98559912511779,Polygon,532,214953.29493178366
244,6133,2033,1006,שטחים פתוחים,122.29707739689056,788.1583591481258,Polygon,932,400321.22705684905
245,6962,166,1008,תחבורה,42.36896779363823,29.56876950807317,Polygon,312,170816.25208604324
246,6904,167,1001,מגורים,91.52028105300879,450.6597601981942,Polygon,515,108976.36735842742
247,7440,19,1001,מגורים,67.30220989718832,276.94214720861805,Polygon,517,130391.12952159574
248,7440,18,1001,מגורים,68.68329424590026,284.0699834945099,Polygon,517,130391.12952159574
249,6636,597,1008,תחבורה,33.83677809549685,55.69503044024649,Polygon,223,553888.3842120315
249,6636,597,1008,תחבורה,29.40869122099175,44.45765684842555,Polygon,224,420055.32445293915
250,6636,800,1001,מגורים,88.82964397478487,478.9388647426088,Polygon,223,553888.3842120315
251,6636,572,1001,מגורים,91.97053928366981,550.4165119545773,Polygon,223,553888.3842120315
252,6637,480,1001,מגורים,98.41111419597055,542.8903402789839,Polygon,1222,405574.26711428136
253,6637,685,1001,מגורים,92.54553182652114,490.46900524024807,Polygon,1222,405574.26711428136
254,6637,411,1001,מגורים,84.74537314879015,445.5036399566194,Polygon,1222,405574.26711428136
255,6637,389,1001,מגורים,108.02279542654956,726.4978091696208,Polygon,1222,405574.26711428136
256,6623,585,1001,מגורים,105.3442905647523,642.1713824452423,Polygon,1222,405574.26711428136
257,6623,586,1001,מגורים,99.16143424682889,617.0667639874085,Polygon,1222,405574.26711428136
258,6972,2037,1003,תעסוקה,50.077680283199314,143.84453190913376,Polygon,826,122133.48902299347
261,7440,4,1001,מגורים,67.2999204265283,281.10227400919456,Polygon,517,130391.12952159574
263,6981,206,1001,מגורים,168.03753292361722,1749.8509501156968,Polygon,823,348075.9657045019
264,6629,2027,1008,תחבורה,57.78236115105244,95.87211623334184,Polygon,112,257414.1470098457
265,6978,2112,1001,מגורים,97.04526750747634,576.8087607175477,Polygon,933,370870.01864437223
266,6107,393,1001,מגורים,118.96479958895986,805.1988807455497,Polygon,421,263980.93883154157
267,6212,2221,1008,תחבורה,349.47957739811625,2982.251447682324,Polygon,421,263980.93883154157
268,6212,1221,1008,תחבורה,54.960579587135385,178.7218921129734,Polygon,421,263980.93883154157
269,6106,304,1001,מגורים,62.60363914748705,224.34021112213492,Polygon,421,263980.93883154157
270,7085,122,1001,מגורים,67.99030041111556,268.24935430584463,Polygon,517,130391.12952159574
271,6107,429,1001,מגורים,74.63602426526438,228.7134909783929,Polygon,411,442880.2570004637
271,6107,429,1001,מגורים,129.21946207467985,1073.0937316139375,Polygon,412,331168.7841144157
272,6107,431,1001,מגורים,73.79388831652939,182.56794182994096,Polygon,411,442880.2570004637
272,6107,431,1001,מגורים,138.18307584139887,1185.6815486409562,Polygon,412,331168.7841144157
273,6106,307,1001,מגורים,81.66187006065488,411.379689243282,Polygon,421,263980.93883154157
274,6134,2297,1005,מבנים ומוסדות ציבור,118.40723374382247,870.5287361790878,Polygon,935,241387.8055921972
275,6134,604,1008,תחבורה,69.48254223506667,272.87710315736933,Polygon,935,241387.8055921972
276,6962,56,1002,מסחר,87.61034606490351,414.14662058188327,Polygon,312,170816.25208604324
277,6972,287,1003,תעסוקה,72.79300061212915,330.9410242014052,Polygon,826,122133.48902299347
278,6972,2148,1003,תעסוקה,109.5962425046255,748.0568993226709,Polygon,826,122133.48902299347
279,6623,794,1001,מגורים,116.55987726233865,871.8616873956967,Polygon,1221,380690.56912756327
280,6623,275,1001,מגורים,98.03524212708987,661.4873931530545,Polygon,1221,380690.56912756327
281,6623,764,1001,מגורים,94.96972377497399,482.0593367572394,Polygon,1221,380690.56912756327
282,6623,766,1001,מגורים,100.1068411259314,666.8162871449139,Polygon,1221,380690.56912756327
283,6623,323,1001,מגורים,118.2436657874577,776.0504192095824,Polygon,1221,380690.56912756327
284,6623,268,1001,מגורים,110.75647248162713,764.8140867208806,Polygon,1221,380690.56912756327
285,6623,221,1001,מגורים,111.54795341471385,741.6985162526701,Polygon,1221,380690.56912756327
286,6623,252,1001,מגורים,104.63693032545424,697.4317879447308,Polygon,1221,380690.56912756327
287,6623,217,1001,מגורים,106.09450561607092,671.5417694452154,Polygon,1221,380690.56912756327
288,6623,260,1001,מגורים,109.60343985714056,716.7333210104708,Polygon,1221,380690.56912756327
289,6623,868,1008,תחבורה,131.03477161610607,445.26629731047274,Polygon,1221,380690.56912756327
290,6623,265,1001,מגורים,140.52610682503814,1156.770502262427,Polygon,1221,380690.56912756327
291,6623,202,1001,מגורים,113.30910289014427,740.5745914831236,Polygon,1221,380690.56912756327
292,6623,869,1001,מגורים,107.37765487194335,647.4740757049723,Polygon,1221,380690.56912756327
293,6623,879,1001,מגורים,111.52719178061767,630.5527665786499,Polygon,1221,380690.56912756327
294,6623,197,1001,מגורים,123.14371215149338,916.8479930821272,Polygon,1221,380690.56912756327
295,6623,924,1001,מגורים,170.27873148302305,1802.8654176801235,Polygon,1221,380690.56912756327
296,6963,18,1002,מסחר,68.9340318309939,288.80066502293266,Polygon,313,115985.31835504966
297,7420,96,1001,מגורים,45.965387294055674,127.37188576186728,Polygon,533,316438.25272633473
