זיהוי ממג מגרש *,מספר גוש *,מספר מגרש *,קוד ייעוד ראשי,תיאור ייעוד ראשי,שטח רשום,שטח גרפי,Shape_Length,Shape_Area,צורה *
21359,7067,2159,1008,תחבורה,577.66,579.08,214.266099,579.081315,Polygon
21360,6164,193,1005,מבנים ומוסדות ציבור,500,495.52,91.508704,495.515127,Polygon
21361,6164,189,1001,מגורים,630,607.2,102.606891,607.203144,Polygon
21362,7051,2344,1006,שטחים פתוחים,92.15,91.83,48.770444,91.82723,Polygon
21363,6111,634,1001,מגורים,651,666.1,110.301399,666.098732,Polygon
21364,8997,100,1001,מגורים,247,246.98,64.053598,246.976749,Polygon
21365,6981,2299,1008,תחבורה,930.64,932.12,148.768973,932.122767,Polygon
21366,6980,2411,1008,תחבורה,100.73,100.42,49.682032,100.423793,Polygon
21367,6920,37,1009,שטח לתכנון בעתיד,400,404.02,81.300644,404.024699,Polygon
21368,6962,2247,1008,תחבורה,0.03,0.03,0.854314,0.027491,Polygon
21369,6962,2193,1002,מסחר,1021.07,1048.13,135.866445,1048.1251,Polygon
21370,6964,2063,1006,שטחים פתוחים,267.49,268.37,66.44892,268.367357,Polygon
21371,7458,2018,1002,מסחר,176.52,172.78,62.725197,172.78225,Polygon
21372,6965,2024,1002,מסחר,357.89,358.36,82.005786,358.355774,Polygon
21373,6961,3,1002,מסחר,280,278.3,75.430713,278.304029,Polygon
21374,7109,2069,1011,מגורים-תעסוקה מעורב,129.37,130.77,45.924416,130.765658,Polygon
21375,7109,338,1004,מלונאות/תיירות,901,908.02,125.982608,908.02128,Polygon
21376,7430,49,1001,מגורים,651,644.82,106.546773,644.817903,Polygon
21377,6901,186,1002,מסחר,406,408.41,84.404613,408.405753,Polygon
21378,6979,2148,1008,תחבורה,140.39,135.31,72.651089,135.313508,Polygon
21379,6907,2052,1005,מבנים ומוסדות ציבור,1171.11,1192.49,155.496147,1192.491218,Polygon
21380,7016,39,1001,מגורים,482,472.7,91.841391,472.704807,Polygon
21381,7109,2095,1011,מגורים-תעסוקה מעורב,411.85,423.42,99.723043,423.421344,Polygon
21382,7109,2072,1008,תחבורה,23.35,21.81,88.698546,21.812263,Polygon
21383,7066,2012,1003,תעסוקה,5546.02,5552.78,322.941142,5552.777241,Polygon
21384,7377,59,1001,מגורים,167,166.7,51.946477,166.702948,Polygon
21385,7377,40,1001,מגורים,604,602.84,98.463123,602.835842,Polygon
21386,7038,2099,1008,תחבורה,520,508.72,197.633216,508.72143,Polygon
21387,7377,55,1001,מגורים,555,553.61,117.315617,553.6115,Polygon
21388,7038,62,1009,שטח לתכנון בעתיד,22,21.2,18.575946,21.19627,Polygon
21389,7038,65,1010,אחר,105,103.68,42.002418,103.677006,Polygon
21390,7463,55,1009,שטח לתכנון בעתיד,326,325.07,94.59664,325.074538,Polygon
21391,7068,2409,1009,שטח לתכנון בעתיד,186.31,186.04,57.807053,186.042135,Polygon
21392,7109,146,1011,מגורים-תעסוקה מעורב,225,226.47,60.121955,226.468671,Polygon
21393,7109,437,1008,תחבורה,7,7.51,31.00038,7.506306,Polygon
21394,7109,148,1008,תחבורה,696,707.59,133.325166,707.585605,Polygon
21395,7109,354,1011,מגורים-תעסוקה מעורב,513,512.87,92.116027,512.870321,Polygon
21396,7109,331,1011,מגורים-תעסוקה מעורב,525,529.83,92.928783,529.834573,Polygon
21397,7045,2446,1001,מגורים,536.84,540.78,96.427967,540.776948,Polygon
21398,6335,124,1001,מגורים,790,826,131.066145,825.998623,Polygon
21399,6335,153,1001,מגורים,632,610.3,102.967082,610.296389,Polygon
21400,6948,158,1002,מסחר,235.57,243.46,63.802569,243.464036,Polygon
21401,6625,890,1001,מגורים,1525,1515.55,157.995796,1515.545087,Polygon
21402,6150,366,1008,תחבורה,234,255.76,162.878832,255.764533,Polygon
21403,6150,2069,1008,תחבורה,21.74,22.12,46.1662,22.123649,Polygon
21404,6150,2073,1008,תחבורה,22.02,22.11,46.166937,22.110731,Polygon
21405,6150,2062,1001,מגורים,185.5,190.75,61.403082,190.748851,Polygon
21406,6150,2066,1001,מגורים,185.26,187.53,60.988336,187.528376,Polygon
21407,7052,2026,1008,תחבורה,78.11,83.19,47.645051,83.185689,Polygon
21408,6609,2068,1001,מגורים,7931.88,7901.5,418.973168,7901.503547,Polygon
21409,6609,2071,1001,מגורים,3110.22,3111.31,225.329254,3111.309519,Polygon
21410,6885,2456,1011,מגורים-תעסוקה מעורב,1298.73,1296.46,194.440137,1296.461815,Polygon
21411,6932,133,1001,מגורים,246.88,244.46,64.119295,244.45839,Polygon
21412,7429,16,1001,מגורים,330,341.99,85.212286,341.985909,Polygon
21413,7429,21,1001,מגורים,259,249.63,81.283256,249.626005,Polygon
21414,7429,19,1001,מגורים,246,248.6,65.161382,248.603549,Polygon
21415,7093,14,1009,שטח לתכנון בעתיד,444,448.02,86.36169,448.022136,Polygon
21416,8939,2022,1008,תחבורה,2.91,2.74,13.665135,2.740344,Polygon
21417,6920,39,1009,שטח לתכנון בעתיד,568,553.57,96.950604,553.568924,Polygon
21418,7003,2108,1001,מגורים,1.64,1.64,21.49371,1.641518,Polygon
21419,7420,2124,1008,תחבורה,2736.27,2657.99,493.719745,2657.992542,Polygon
21420,6626,2134,1008,תחבורה,550.25,530.36,136.487407,530.357672,Polygon
21421,6626,163,1001,מגורים,522,517.14,98.934222,517.144048,Polygon
21422,7097,5,1001,מגורים,3650,3636.73,242.206653,3636.734633,Polygon
21423,6954,217,1001,מגורים,318,312.35,71.62474,312.353491,Polygon
21424,6954,125,1008,תחבורה,1277,1289.46,344.397746,1289.455559,Polygon
21425,6954,190,1001,מגורים,543,559.95,95.068047,559.947806,Polygon
21426,6954,187,1001,מגורים,269,266.01,73.887548,266.0061,Polygon
21427,6966,72,1006,שטחים פתוחים,5771,5758.72,342.701881,5758.716733,Polygon
21428,7465,33,1001,מגורים,341,343.65,75.603047,343.651587,Polygon
21429,7465,25,1001,מגורים,447,449.99,85.911537,449.992538,Polygon
21430,7465,26,1001,מגורים,286,286.32,68.719157,286.316234,Polygon
21431,7001,140,1001,מגורים,207,210.12,57.170713,210.123381,Polygon
21432,6907,22,1002,מסחר,331,326.92,73.577156,326.916115,Polygon
21433,6768,2009,1008,תחבורה,3925.1,3918.14,559.088458,3918.143395,Polygon
21434,7051,2012,1008,תחבורה,341.24,343.09,233.159287,343.085944,Polygon
21435,7082,7,1003,תעסוקה,379,384.08,86.375397,384.083299,Polygon
21436,7084,117,1002,מסחר,280,276.13,67.627171,276.127282,Polygon
21437,7084,275,1008,תחבורה,2532,2525.66,360.214797,2525.660164,Polygon
21438,7084,115,1002,מסחר,275,270.35,65.561881,270.35247,Polygon
21439,7052,2289,1008,תחבורה,38.23,37.95,54.462318,37.94937,Polygon
21440,6637,2179,1008,תחבורה,58.76,57.94,49.396622,57.944416,Polygon
21441,7016,167,1008,תחבורה,9,9.27,25.526652,9.268011,Polygon
21442,7052,95,1003,תעסוקה,510,473.11,98.376545,473.10749,Polygon
21443,7422,118,1006,שטחים פתוחים,3227,3240.34,348.929025,3240.344496,Polygon
21444,7067,2147,1008,תחבורה,198.59,199,70.592887,199.003626,Polygon
21445,6137,115,1001,מגורים,1815,1822.41,172.641185,1822.406166,Polygon
21446,6916,85,1001,מגורים,261,260.44,72.328404,260.440092,Polygon
21447,8984,2015,1008,תחבורה,4.39,4.41,8.766665,4.408806,Polygon
21448,8984,40,1002,מסחר,218,217.32,59.085576,217.318532,Polygon
21449,7440,2008,1001,מגורים,101.59,103.68,61.316648,103.683794,Polygon
21450,6137,2359,1008,תחבורה,1419.87,1431.03,290.438542,1431.03097,Polygon
21451,6137,2363,1006,שטחים פתוחים,2074.46,2069.87,210.492763,2069.866559,Polygon
21452,6948,2263,1008,תחבורה,28.18,28.19,47.257424,28.193243,Polygon
21453,6948,2273,1008,תחבורה,8.92,8.92,27.600917,8.923293,Polygon
21454,6946,2344,1003,תעסוקה,859.01,869.22,125.736202,869.224924,Polygon
21455,6638,2720,1008,תחבורה,65.67,67.02,50.519695,67.020032,Polygon
21456,6636,623,1001,מגורים,2,27.76,38.241873,27.762479,Polygon
21457,6625,303,1001,מגורים,776,735.18,117.148437,735.182729,Polygon
21458,7221,36,1006,שטחים פתוחים,1441,1424.74,311.794425,1424.736774,Polygon
21459,6645,2277,1008,תחבורה,224.13,222.55,82.960903,222.546984,Polygon
21460,6645,2284,1008,תחבורה,3091.91,3116.65,681.171913,3116.653574,Polygon
21461,6645,2289,1006,שטחים פתוחים,253.94,254.74,94.785831,254.743979,Polygon
21462,7221,2039,1008,תחבורה,164.56,164.57,52.86886,164.565506,Polygon
21463,6649,2898,1008,תחבורה,3144.9,3155.37,252.448126,3155.374571,Polygon
21464,6150,542,1001,מגורים,212,203.49,66.197829,203.488813,Polygon
21465,6902,189,1008,תחבורה,16,21.1,34.409378,21.095726,Polygon
21466,6902,266,1001,מגורים,448,448.95,92.751499,448.949049,Polygon
21467,6335,303,1001,מגורים,708,708.12,106.459489,708.123175,Polygon
21468,7090,39,1001,מגורים,194,187.8,59.825574,187.803954,Polygon
21469,6135,2383,1008,תחבורה,1387.68,1414.46,287.62494,1414.460324,Polygon
21470,6977,2252,1008,תחבורה,41.19,42.35,38.900792,42.346741,Polygon
21471,7067,2172,1010,אחר,9576.12,9603.69,972.413027,9603.693343,Polygon
21472,6977,2371,1008,תחבורה,302.69,301.77,234.608617,301.769754,Polygon
21473,6980,2444,1008,תחבורה,9.54,9.56,47.732948,9.556632,Polygon
21474,6013,2322,1010,אחר,44.47,44.85,48.031908,44.847304,Polygon
21475,6933,76,1005,מבנים ומוסדות ציבור,448,450.3,87.032839,450.304917,Polygon
21476,6933,142,1008,תחבורה,43,44.63,47.037253,44.62551,Polygon
21477,6933,78,1001,מגורים,228,228.36,69.517358,228.360805,Polygon
21478,6977,2360,1008,תחבורה,791.64,797.23,304.83094,797.233831,Polygon
21479,6135,2392,1006,שטחים פתוחים,16.33,16.36,23.994774,16.363077,Polygon
21480,6960,20,1001,מגורים,412,407.8,84.040638,407.800301,Polygon
21481,6958,2075,1008,תחבורה,179.18,177.93,69.632931,177.927913,Polygon
21482,6965,2016,1002,מסחר,453.64,454.23,85.261089,454.231475,Polygon
21483,6964,2083,1010,אחר,4510.78,4471.81,281.548402,4471.814553,Polygon
21484,6963,74,1006,שטחים פתוחים,2550,2532.76,237.814152,2532.76351,Polygon
21485,7458,2039,1008,תחבורה,54.3,54.42,114.016393,54.424077,Polygon
21486,6150,473,1001,מגורים,233,231.35,65.76767,231.345661,Polygon
21487,6964,2087,1009,שטח לתכנון בעתיד,8441.66,8452.19,580.822753,8452.19001,Polygon
21488,6150,2228,1006,שטחים פתוחים,1544.78,1545.76,333.345765,1545.762278,Polygon
21489,6150,2227,1008,תחבורה,85.19,85.25,43.411889,85.245765,Polygon
21490,6164,2129,1001,מגורים,24.15,24.09,32.128002,24.090548,Polygon
21491,6150,813,1001,מגורים,300,298.05,75.348708,298.053561,Polygon
21492,6150,2215,1006,שטחים פתוחים,1204.87,1211.12,156.520585,1211.118548,Polygon
21493,6944,2557,1002,מסחר,452.69,452.81,89.079184,452.812863,Polygon
21494,7452,29,1005,מבנים ומוסדות ציבור,3174,3099.32,222.800086,3099.322088,Polygon
21495,7452,16,1001,מגורים,832,824.92,134.961802,824.922198,Polygon
21496,6150,2220,1008,תחבורה,836.95,840.67,138.942667,840.674147,Polygon
21497,6150,374,1008,תחבורה,184,202.71,129.164596,202.705524,Polygon
21498,6212,633,1001,מגורים,20,21.11,19.532636,21.114762,Polygon
21499,6214,262,1001,מגורים,501,495.3,89.292515,495.296716,Polygon
21500,7463,88,1008,תחבורה,1386,1388.44,233.580468,1388.441426,Polygon
21501,6625,553,1001,מגורים,817,809.12,116.597995,809.124261,Polygon
21502,7051,2273,1003,תעסוקה,450.8,448.47,84.430376,448.469754,Polygon
21503,6928,60,1001,מגורים,175,173.29,52.593017,173.291616,Polygon
21504,6637,867,1001,מגורים,505,506.1,93.321223,506.103608,Polygon
21505,6111,631,1008,תחבורה,127,136.74,134.60773,136.740578,Polygon
21506,6111,566,1003,תעסוקה,764,764.08,120.511046,764.076417,Polygon
21507,6625,962,1003,תעסוקה,1633,1562.01,158.719848,1562.008369,Polygon
21508,6111,736,1001,מגורים,510,511.1,92.283287,511.10395,Polygon
21509,7092,121,1001,מגורים,414,403.55,92.096769,403.550321,Polygon
21510,6623,642,1006,שטחים פתוחים,244,243.12,107.426111,243.119421,Polygon
21511,7051,2343,1006,שטחים פתוחים,401.24,400.05,83.019625,400.052209,Polygon
21512,7051,2352,1011,מגורים-תעסוקה מעורב,675.81,686.24,122.141193,686.243003,Polygon
21513,7051,2350,1011,מגורים-תעסוקה מעורב,495.03,495.43,88.99886,495.434416,Polygon
21514,7092,2114,1008,תחבורה,51.85,50.99,34.98698,50.989589,Polygon
21515,7092,214,1001,מגורים,2372,2367.97,224.901982,2367.967328,Polygon
21516,6632,3182,1003,תעסוקה,8893.29,8895.01,462.173149,8895.014884,Polygon
21517,6610,2045,1008,תחבורה,875.19,868.12,190.319286,868.122228,Polygon
21518,6644,2530,1006,שטחים פתוחים,212.46,218.08,96.775987,218.077938,Polygon
21519,6645,2279,1008,תחבורה,71.81,70.53,68.111148,70.527224,Polygon
21520,6645,2285,1008,תחבורה,20.14,20.18,53.796003,20.175201,Polygon
21521,6636,687,1001,מגורים,1516,1486.78,156.630955,1486.784902,Polygon
21522,7041,2084,1008,תחבורה,47.85,48.44,30.923371,48.444125,Polygon
21523,6610,2095,1008,תחבורה,76.61,76.02,42.32967,76.020692,Polygon
21524,7095,2095,1009,שטח לתכנון בעתיד,43.42,32.61,58.506702,32.611446,Polygon
21525,7424,4,1002,מסחר,200,204.63,56.535831,204.627329,Polygon
21526,7424,6,1002,מסחר,200,204.64,57.330531,204.643451,Polygon
21527,7424,9,1002,מסחר,218,211.49,57.42883,211.485792,Polygon
21528,6335,213,1001,מגורים,159,155.54,53.287455,155.536519,Polygon
21529,6335,259,1001,מגורים,654,652.77,107.122567,652.773189,Polygon
21530,6336,85,1006,שטחים פתוחים,189,196.05,76.242453,196.053439,Polygon
21531,6335,212,1001,מגורים,188,225.93,71.701494,225.933106,Polygon
21532,6989,6,1009,שטח לתכנון בעתיד,1360,1343.24,198.176666,1343.236885,Polygon
21533,7223,2032,1008,תחבורה,166.55,162.38,65.482558,162.379345,Polygon
21534,6989,2032,1009,שטח לתכנון בעתיד,4926.81,4886.19,427.215359,4886.186248,Polygon
21535,6609,2064,1008,תחבורה,5970.53,5960.64,697.403564,5960.636703,Polygon
21536,6609,2075,1004,מלונאות/תיירות,7855.91,7808.92,427.452909,7808.919334,Polygon
21537,6903,86,1001,מגורים,496,492.87,92.968725,492.865414,Polygon
21538,6903,129,1001,מגורים,218,219.87,73.662481,219.873305,Polygon
21539,6649,2057,1010,אחר,121.3,117.86,75.910189,117.857829,Polygon
21540,7093,2213,1008,תחבורה,172.91,183.44,69.292232,183.443696,Polygon
21541,7093,293,1008,תחבורה,40,39.83,36.813189,39.826342,Polygon
21542,7098,31,1001,מגורים,270,258.91,77.242529,258.909652,Polygon
21543,6944,20,1002,מסחר,194.18,176.54,57.957834,176.536614,Polygon
21544,6944,13,1002,מסחר,219.6717,221.33,67.081833,221.332565,Polygon
21545,6944,80,1002,מסחר,225.54,239.35,82.916529,239.352709,Polygon
21546,6944,81,1002,מסחר,457.61,478.65,96.799737,478.65433,Polygon
21547,6977,2213,1009,שטח לתכנון בעתיד,701.97,681.89,112.272255,681.892939,Polygon
21548,6944,145,1002,מסחר,225.9651,233.7,67.416033,233.702589,Polygon
21549,9036,20,1008,תחבורה,52,52.03,37.861447,52.02566,Polygon
21550,7060,2028,1001,מגורים,259.02,252.26,63.985353,252.258978,Polygon
21551,7230,2007,1006,שטחים פתוחים,4728.28,4713.29,396.333923,4713.285963,Polygon
21552,7230,2015,1005,מבנים ומוסדות ציבור,4767.1,4766.36,281.256525,4766.364241,Polygon
21553,7420,112,1008,תחבורה,530,514.37,194.376895,514.366669,Polygon
21554,7023,2374,1001,מגורים,565.83,582.14,100.598943,582.135677,Polygon
21555,6150,669,1001,מגורים,255,255.85,71.423456,255.851801,Polygon
21556,7186,15,1001,מגורים,3316,3319.85,242.649928,3319.848602,Polygon
21557,6625,1005,1003,תעסוקה,2748,2715.78,216.990818,2715.775444,Polygon
21558,7376,16,1001,מגורים,233,234.6,65.403106,234.598285,Polygon
21559,7376,36,1001,מגורים,138,138.76,49.436306,138.756684,Polygon
21560,7376,82,1001,מגורים,131,131.76,46.051413,131.764907,Polygon
21561,7376,35,1001,מגורים,148,149.08,50.934699,149.084452,Polygon
21562,6034,2198,1008,תחבורה,585.77,579.48,196.779946,579.484169,Polygon
21563,6034,2261,1008,תחבורה,56.36,58.37,61.606922,58.374029,Polygon
21564,7376,58,1001,מגורים,195,196.11,58.540874,196.110758,Polygon
21565,7376,112,1001,מגורים,103,103.78,44.123346,103.784751,Polygon
21566,7376,11,1001,מגורים,164,165.54,51.050341,165.536934,Polygon
21567,7376,25,1001,מגורים,260,262.21,76.422428,262.212266,Polygon
21568,7376,86,1001,מגורים,233,235.03,66.005353,235.03258,Polygon
21569,6111,2309,1006,שטחים פתוחים,3778.67,3825.08,868.089956,3825.078554,Polygon
21570,6013,2314,1006,שטחים פתוחים,26.29,26.06,32.433409,26.063567,Polygon
21571,6927,2076,1008,תחבורה,433.82,434.98,158.360407,434.98239,Polygon
21572,7109,281,1008,תחבורה,9,12.1,49.027649,12.099816,Polygon
21573,7109,3978,1008,תחבורה,1378.91,1359.1,173.229468,1359.103481,Polygon
21574,7224,36,1006,שטחים פתוחים,270,268.67,67.120856,268.665177,Polygon
21575,7224,32,1003,תעסוקה,20010,19914.51,712.175725,19914.50842,Polygon
21576,7226,25,1002,מסחר,316,312.35,72.540766,312.345545,Polygon
21577,6913,50,1001,מגורים,670,663.86,106.604663,663.860292,Polygon
21578,6913,53,1008,תחבורה,990,1012.45,210.8456,1012.450944,Polygon
21579,6130,361,1008,תחבורה,194,194.29,91.154436,194.294089,Polygon
21580,6134,675,1008,תחבורה,1289,1284.14,225.789071,1284.143444,Polygon
21581,6130,2005,1005,מבנים ומוסדות ציבור,1687.34,1680.68,195.376203,1680.682527,Polygon
21582,6130,380,1006,שטחים פתוחים,728,725.79,275.014957,725.790409,Polygon
21583,6110,2801,1008,תחבורה,93.78,92.29,42.519534,92.292835,Polygon
21584,6110,2871,1008,תחבורה,66.98,67.13,35.194526,67.12745,Polygon
21585,6111,2316,1008,תחבורה,2078.57,2099,429.754021,2098.999663,Polygon
21586,6133,2069,1005,מבנים ומוסדות ציבור,2756.58,2740.68,273.88892,2740.683993,Polygon
21587,7102,87,1006,שטחים פתוחים,1328,1328.22,197.860016,1328.217334,Polygon
21588,6110,2857,1008,תחבורה,2230.08,2235.27,323.552783,2235.270133,Polygon
21589,6905,2051,1008,תחבורה,166.88,168.36,53.582075,168.356609,Polygon
21590,6926,71,1001,מגורים,235,234.17,62.768049,234.167704,Polygon
21591,6946,2010,1002,מסחר,54.5,53.78,30.387895,53.776949,Polygon
21592,8999,54,1008,תחבורה,2202,2204.47,369.321717,2204.472287,Polygon
21593,6110,2055,1008,תחבורה,3736.34,3758.86,437.394414,3758.862598,Polygon
21594,6132,369,1001,מגורים,498,500.16,90.058517,500.163767,Polygon
21595,7084,98,1002,מסחר,326,330.25,73.937286,330.248635,Polygon
21596,6977,251,1008,תחבורה,64,62.64,69.06608,62.63691,Polygon
21597,7017,100,1008,תחבורה,152,148.51,52.145441,148.509844,Polygon
21598,8996,2166,1010,אחר,2844.99,2841.18,215.099182,2841.184766,Polygon
21599,7229,2049,1008,תחבורה,1432.89,1438.6,304.598929,1438.601635,Polygon
21600,6916,99,1001,מגורים,18,20.15,18.909849,20.149672,Polygon
21601,6164,130,1008,תחבורה,32,45.21,27.983225,45.2109,Polygon
21602,8997,22,1001,מגורים,481,480.6,89.814016,480.599149,Polygon
21603,8997,2006,1001,מגורים,236.9,235.58,62.111222,235.584515,Polygon
21604,6985,2370,1001,מגורים,93.52,95.29,65.501105,95.293559,Polygon
21605,8992,2078,1001,מגורים,198.13,198.4,57.589992,198.397217,Polygon
21606,6986,2858,1005,מבנים ומוסדות ציבור,1885.27,1854.84,185.097208,1854.835897,Polygon
21607,6958,2008,1008,תחבורה,30.65,31.12,41.977624,31.119417,Polygon
21608,6958,159,1001,מגורים,594,584.89,96.985328,584.890176,Polygon
21609,6958,181,1008,תחבורה,15,15.07,25.066373,15.073344,Polygon
21610,6958,118,1001,מגורים,296,300.74,76.82061,300.741905,Polygon
21611,7225,9,1006,שטחים פתוחים,2341,2329.68,315.25137,2329.679012,Polygon
21612,7066,2149,1008,תחבורה,188.76,187,65.156314,187.00435,Polygon
21613,7451,2033,1010,אחר,1694.84,1678.14,196.968199,1678.139408,Polygon
21614,7457,11,1001,מגורים,570,569.64,102.551106,569.63607,Polygon
21615,6110,2856,1008,תחבורה,241.76,252.39,77.603187,252.393322,Polygon
21616,6110,2850,1008,תחבורה,167.77,170.68,52.481276,170.681372,Polygon
21617,7457,15,1001,מגורים,420,420.31,94.048104,420.314642,Polygon
21618,7457,12,1001,מגורים,577,577.43,106.396938,577.431329,Polygon
21619,7457,10,1001,מגורים,554,554.21,101.741998,554.210105,Polygon
21620,6110,2812,1008,תחבורה,445.96,439,106.067869,439.003814,Polygon
21621,6631,211,1005,מבנים ומוסדות ציבור,11000,11034.2,461.635597,11034.20417,Polygon
21622,6631,213,1008,תחבורה,6717,7240.88,1170.01625,7240.882852,Polygon
21623,6631,208,1001,מגורים,5525,5584.04,313.073844,5584.035271,Polygon
21624,6625,1374,1008,תחבורה,67,93.38,53.003751,93.375581,Polygon
21625,6627,107,1001,מגורים,981,1037.17,129.789797,1037.166172,Polygon
21626,7001,2085,1001,מגורים,173.92,174.73,53.613638,174.727426,Polygon
21627,7223,75,1001,מגורים,1534,1587.05,162.815061,1587.045133,Polygon
21628,6990,23,0,ללא סיווג,24577,24733.93,792.7282,24733.9273,Polygon
21629,7056,2027,0,ללא סיווג,74518.77,74514.44,1618.077818,74514.43964,Polygon
21630,6973,96,1001,מגורים,257,260.42,74.145369,260.423322,Polygon
21631,6973,95,1001,מגורים,256,248.42,72.816909,248.416664,Polygon
21632,6971,2502,1008,תחבורה,507.92,509.67,93.643401,509.672675,Polygon
21633,6627,2982,1008,תחבורה,13175.66,13255.35,806.949554,13255.35396,Polygon
21634,6973,234,1001,מגורים,258,259.53,72.097489,259.534132,Polygon
21635,6971,2002,1008,תחבורה,260.72,271.14,84.007548,271.135138,Polygon
21636,6645,2282,1008,תחבורה,6053.6,5984,491.993293,5983.995766,Polygon
21637,6647,2598,1008,תחבורה,59.01,58.06,61.817198,58.056992,Polygon
21638,7221,13,1003,תעסוקה,944,948.29,134.338416,948.290789,Polygon
21639,6971,2614,1001,מגורים,147.44,147.31,51.518429,147.314534,Polygon
21640,6971,2028,1001,מגורים,2726.95,2727.57,262.894771,2727.572636,Polygon
21641,6971,2613,1001,מגורים,167.96,162.72,53.329231,162.718734,Polygon
21642,6973,232,1001,מגורים,323,308.04,75.326923,308.040693,Polygon
21643,6625,1368,1008,תחבורה,35,34.28,70.402768,34.282788,Polygon
21644,7099,12,1001,מגורים,418,419.13,86.589055,419.133688,Polygon
21645,7440,2017,1008,תחבורה,54.28,55.51,56.155074,55.508073,Polygon
21646,7440,2013,1001,מגורים,703.24,705.32,109.576588,705.322313,Polygon
21647,7441,24,1001,מגורים,603,592.07,101.916637,592.069043,Polygon
21648,7441,22,1001,מגורים,550,530.51,93.07036,530.507853,Polygon
21649,6213,834,1001,מגורים,673,685.88,106.252025,685.875015,Polygon
21650,6213,407,1001,מגורים,533,539.06,98.252031,539.063367,Polygon
21651,7099,2031,1008,תחבורה,66.91,66.5,41.529166,66.497693,Polygon
21652,7099,2038,1002,מסחר,233.47,230.58,66.099662,230.583894,Polygon
21653,7103,2124,1008,תחבורה,211.25,212.74,79.993117,212.744105,Polygon
21654,7103,148,1008,תחבורה,71,70.75,44.862174,70.749922,Polygon
21655,7441,2021,1008,תחבורה,1335.52,1328.58,321.895743,1328.577266,Polygon
21656,7402,2001,1006,שטחים פתוחים,2251.73,2268.47,231.402081,2268.473969,Polygon
21657,6901,128,1002,מסחר,402,402.29,79.97865,402.29192,Polygon
21658,6133,972,1008,תחבורה,19,21.75,39.040744,21.75095,Polygon
21659,7451,2022,1008,תחבורה,1542.77,1552.78,333.865728,1552.776228,Polygon
21660,6133,2006,1001,מגורים,487.91,479.11,89.367818,479.111763,Polygon
21661,7092,2107,1008,תחבורה,907.56,948.85,221.924002,948.853858,Polygon
21662,7092,211,1005,מבנים ומוסדות ציבור,1637,1642.31,177.347855,1642.31198,Polygon
21663,6969,4,1008,תחבורה,209,224.9,62.447559,224.897645,Polygon
21664,6982,2427,1008,תחבורה,1942.6,1950.27,219.857006,1950.27172,Polygon
21665,7458,2019,1002,מסחר,501.24,500.34,92.652868,500.338327,Polygon
21666,6965,2022,1002,מסחר,261.11,261.45,73.094345,261.447622,Polygon
21667,6965,2015,1002,מסחר,471.39,472.01,86.921752,472.005074,Polygon
21668,6962,2190,1002,מסחר,278.02,272.41,82.631398,272.411673,Polygon
21669,6150,727,1001,מגורים,168,167.69,64.874383,167.693167,Polygon
21670,6150,459,1001,מגורים,233,230.8,65.443445,230.800706,Polygon
21671,6150,672,1001,מגורים,255,254.29,71.339857,254.28603,Polygon
21672,6150,2247,1005,מבנים ומוסדות ציבור,2110.06,2111.41,185.143554,2111.405184,Polygon
21673,6977,49,1005,מבנים ומוסדות ציבור,504,517.87,95.731819,517.868429,Polygon
21674,6977,2184,1005,מבנים ומוסדות ציבור,299.03,306.42,80.923153,306.418821,Polygon
21675,9032,40,1002,מסחר,437,437.18,93.338187,437.176504,Polygon
21676,6929,215,1011,מגורים-תעסוקה מעורב,1252,1246.31,144.638431,1246.305171,Polygon
21677,6957,172,1001,מגורים,119,135.5,70.156319,135.499334,Polygon
21678,6214,265,1001,מגורים,518,518.14,91.108772,518.141171,Polygon
21679,6034,2105,1008,תחבורה,3233.59,3261.24,264.022169,3261.244316,Polygon
21680,6035,2055,0,ללא סיווג,2222.47,2224.44,192.673299,2224.444684,Polygon
21681,6982,2461,1008,תחבורה,471.18,485.7,185.27425,485.704169,Polygon
21682,6110,2686,1009,שטח לתכנון בעתיד,1428.78,1434.19,155.965472,1434.191543,Polygon
21683,6634,2520,1006,שטחים פתוחים,1992.39,1997.4,196.98066,1997.404251,Polygon
21684,6110,2044,1003,תעסוקה,2334.14,2277.76,227.29573,2277.763134,Polygon
21685,6207,2042,1008,תחבורה,2741.73,2701.1,265.084623,2701.101815,Polygon
21686,6108,2027,1008,תחבורה,4012.19,4033.66,833.462372,4033.65749,Polygon
21687,6110,2048,1003,תעסוקה,309.24,325.42,84.506737,325.423046,Polygon
21688,6110,2949,1003,תעסוקה,1761.9,1803.85,193.689164,1803.849624,Polygon
21689,6110,2786,1008,תחבורה,2427.08,2409.39,295.191199,2409.390916,Polygon
21690,7109,2272,1008,תחבורה,656.45,688.77,228.645789,688.774254,Polygon
21691,7107,2084,1008,תחבורה,228.18,231.2,76.545924,231.199538,Polygon
21692,7107,2593,1008,תחבורה,1.89,2.35,6.772474,2.345262,Polygon
21693,7094,2231,1008,תחבורה,47.64,40.55,46.67891,40.552682,Polygon
21694,7107,2596,1010,אחר,9204.72,9224.39,959.029346,9224.39431,Polygon
21695,7108,2159,1010,אחר,44.19,45.26,100.921985,45.257475,Polygon
21696,7067,2178,1008,תחבורה,1466,1469.69,215.051923,1469.685086,Polygon
21697,6616,79,0,ללא סיווג,505,500.58,91.575744,500.57733,Polygon
